year,1925,1950,2015,2050
0,8.9,8.1,6,5.4
5,7.6,6.7,5.8,5.4
10,8.8,6.3,5.2,5.2
15,8.9,6.3,5.6,5.2
20,8.6,6.7,6.4,5.6
25,8.1,7.6,6.7,6
30,7.6,6.7,6.7,6.1
35,7.1,7.6,6.2,6
40,6.9,7.5,6.6,5.8
45,6.3,7,7.1,5.2
50,5.6,6.4,7,5.5
55,4.5,5.8,6,5.8
60,3.7,5.2,5.4,5.6
65,2.8,4.5,5.6,5.4
70,2.1,3.5,4.3,4.8
75,1.2,2.3,3.6,4.7
80,0.6,1.3,2.8,4.6
85,0.2,0.5,1.9,3.7
90,0.05,0.1,0.9,1.9
95,0.01,0.02,0.3,1.6
