a_racel,a_sf1,a_sf2a,a_sex_cr,a_age_cr,a_netinc1,a_indpxus_xw
97,2,3,2,57,1141.694458,1.100429535
1,4,3,1,57,1191,1.222279191
1,5,1,1,69,1139.02771,1.167586923
1,-1,2,2,68,246.9999847,1.097710609
1,2,3,2,42,1393.860107,0.936444044
9,2,3,2,45,1191,0.596150577
9,3,3,1,20,1265.728271,0.790793419
9,3,2,2,21,464.6805725,0.661444664
9,1,3,1,22,571.986145,0.835202992
1,2,3,2,52,1345.475098,1.000045657
1,3,3,1,80,834.8327026,1.104123354
1,2,3,2,80,257.333313,1.149716139
1,3,3,2,52,1262.660034,0.933183372
1,1,3,1,24,467.6666565,1.193542361
9,2,3,2,40,1474.263306,0.503802001
9,1,3,1,44,1002.859985,0.563037694
1,5,3,2,28,1495.193237,1.045640826
1,1,3,1,49,2560.132324,1.298758984
1,4,2,1,17,0,1.01919055
7,2,3,2,39,2632.593262,0.485665411
1,2,3,1,35,2438.254395,1.142906785
1,3,3,1,38,1531.016724,1.051633596
1,1,3,2,59,671,1.170885563
1,1,3,1,39,3157.666748,1.315147281
1,2,3,2,40,3426.82666,1.175492764
1,1,3,1,45,1712.652832,1.381598234
1,4,2,2,40,1273.059814,1.124005318
1,2,3,1,79,1155.833252,1.062203765
1,1,3,1,30,1826.052612,1.00173533
1,3,3,2,27,1301.488892,1.227262616
1,2,3,1,26,1638.207642,1.564642429
1,3,3,1,39,1915.31189,1.271700382
1,3,3,2,30,476.8970337,1.095925808
1,3,1,2,70,538.416626,1.196923137
1,2,2,1,31,1741,1.126709461
4,2,3,2,25,600,1.146772385
1,2,2,2,26,1388,1.223328352
1,2,3,1,28,2393.013916,1.542229056
1,2,3,2,63,489.9970093,1.403541923
1,1,3,2,25,3151.929443,1.796017408
1,4,2,2,83,1117.69458,1.216623902
1,4,3,2,45,416.612915,0.981702447
1,2,3,1,81,832.6611938,0.966045737
4,4,3,2,55,1231.695923,0.9412328
1,4,2,1,85,1136.882202,1.089157462
1,3,3,2,83,878,1.042707443
1,2,3,2,46,191.3286743,0.990213811
1,1,3,1,47,3203.820068,1.245931268
1,1,3,2,20,0,1.118290424
1,3,3,2,38,744.0931396,0.951235414
1,3,3,1,45,1891.955566,1.193007231
1,3,3,1,58,6447.029785,1.003412008
1,2,3,2,77,280.9787903,1.182033896
1,1,3,1,77,1468.403076,1.013114691
1,3,3,2,71,1096.333374,0.968128085
1,3,3,2,57,387.8334045,1.02108109
1,1,3,1,61,1829.03125,0.986782432
1,3,3,2,53,801,1.212649226
-7,5,-7,2,76,0,1.398968458
-7,3,-7,1,76,854.7751465,1.316825628
-7,5,-7,2,41,303.3332825,1.280830145
1,2,3,2,32,166.6600342,0.946906924
1,1,3,1,31,1527.660034,1.017266393
2,4,2,1,88,558.5685425,1.407912731
1,3,3,1,73,5316.325684,1.155023813
1,3,3,1,68,2870.166504,1.336395144
1,2,3,1,70,1553.555542,1.155023813
9,3,3,1,47,1743.076416,0.698490798
9,1,3,2,45,4862.150879,0.543811858
13,2,3,2,33,1491,1.116757989
13,4,3,2,38,0,1.095896244
13,2,3,1,34,1941,1.539126754
1,2,3,1,79,1022.249756,1.084718347
1,2,2,2,79,246.9999847,1.079140067
1,3,2,1,53,1583.208374,1.06667912
1,3,2,2,52,551.194458,1.00292027
1,5,3,2,24,336.666748,1.293116808
1,3,3,1,21,291.666687,1.499792933
1,3,3,2,40,1445.32019,0.93377918
1,1,3,1,17,130.0000153,1.140954018
1,3,3,2,16,0,0.851256609
1,3,2,1,72,533.000061,0.825876951
1,3,3,2,46,980.6430664,1.093998671
1,3,3,2,18,437,1.181622386
1,3,3,2,67,227.9057922,1.041113377
1,4,3,1,71,1007.182068,1.059283257
1,1,1,1,51,850.7037964,1.043796659
1,4,3,2,62,238.2255707,1.055950284
1,2,3,1,50,1920.993408,0.990019739
1,4,3,2,48,1040.993408,0.876584172
1,4,3,2,75,222.0833588,1.07657373
1,2,3,1,77,708.750061,1.080674887
1,4,3,1,63,0,1.188401937
1,2,3,2,62,413.999939,1.037849426
1,3,3,2,52,3839.332764,1.015875697
1,4,2,2,66,730.131897,1.009512901
1,2,3,1,69,1187.055542,1.15100503
1,1,3,1,68,960.916748,1.028506637
1,2,3,2,44,1854.993408,0.896945059
1,2,3,2,59,619.333313,0.950171888
1,1,3,1,60,1591,1.219659567
1,3,3,2,41,871.5266724,0.939074099
4,1,3,1,40,1084,1.092126727
1,4,3,1,29,1291,1.388977766
1,2,3,2,37,1331.859985,0.893683553
1,3,3,1,53,543.5856323,0.982495725
1,5,2,2,50,1037.666748,0.933318615
2,1,3,2,44,2083.407715,0.973959088
2,3,3,2,16,5,0.928292036
1,3,3,2,42,1359.543213,0.900871038
1,3,3,1,43,1791,1.043045282
14,2,3,2,40,1941,0.984858692
14,2,3,1,23,671,1.455605745
1,4,3,2,35,1039.993408,0.852066278
1,4,3,2,63,486.0044861,1.084483504
1,3,3,1,66,807.8880005,1.183227539
1,2,3,1,51,722.0166626,1.041494846
1,4,3,2,44,2591.069336,0.938015699
1,3,3,1,75,1095.643677,1.044009328
1,3,3,1,43,2278.332275,1.153110981
1,2,3,2,38,2651.882324,0.938211501
1,2,3,2,28,734.5266113,0.944345891
1,5,3,1,31,1333.333374,1.345435858
1,3,3,1,26,900,1.333744645
1,4,3,2,20,1503.659912,1.360612035
1,5,1,1,16,0,1.27040422
1,3,3,2,41,793.9243164,0.899405897
1,3,3,1,57,1391,1.028558373
1,3,3,2,45,1785.298828,1.011638522
1,2,3,1,20,866.0166626,1.635511756
1,3,3,1,58,2760.41626,1.207199693
1,2,3,2,54,826.6600342,1.062238216
1,2,3,1,21,0.208333313,1.685043573
1,2,3,2,18,0,0.970853567
1,2,3,2,56,655.6600342,0.915659249
1,1,3,1,56,1991,1.099183679
1,2,3,2,16,0,0.857108474
1,4,1,2,79,937.666626,1.034419775
1,2,3,2,53,847,1.011869192
1,2,3,1,67,606.666687,1.114607692
1,2,3,2,65,433.3334045,0.983433902
1,2,3,2,18,1042.364014,1.175326109
1,2,3,2,20,761,1.717921495
1,1,3,2,55,1091,1.131826758
1,3,1,2,90,400.833374,1.853553176
1,1,3,2,57,647.666687,0.950739861
1,1,3,2,76,1088.839966,1.034419775
1,3,3,2,37,1337.859985,0.938901663
1,2,3,1,53,1542.660034,1.007944584
4,4,3,2,35,1197.660034,0.870491266
1,1,3,2,37,1484.859985,0.936004281
1,1,3,1,37,1791,1.135611057
1,5,2,2,56,1091,0.958465755
1,1,3,2,32,1258.393188,1.007760167
1,1,3,2,50,1715,0.987944305
1,4,3,1,55,2690.993164,1.097000718
1,2,3,2,16,0,0.855831981
1,3,3,2,67,241.6667175,1.0754143
-7,1,-7,1,69,15000,1.342624784
-7,3,-7,2,44,458.328125,1.052086592
-7,3,-7,1,42,2419.516113,1.301146865
-7,3,-7,1,20,573.15802,2.02149415
1,3,3,1,73,871,0.906226397
1,3,3,2,75,476.6665344,1.04501152
1,5,3,2,77,433.3334045,0.981294453
1,3,3,1,58,891,1.165985584
1,1,3,2,41,296,0.956037998
1,2,3,1,19,621,1.328708887
-7,1,-7,2,17,173.6243286,0.94095546
1,1,3,2,24,877.6600342,1.175217986
1,1,3,1,25,1291,1.230363607
1,4,3,1,64,1520.834839,1.09749341
1,3,3,2,61,852.6035156,0.95886761
1,2,3,2,40,1175.179443,0.925344944
-7,2,-7,1,42,1378.311768,1.171177745
1,3,3,1,18,791,1.321114659
1,1,3,2,46,993.7758789,0.998747289
-7,1,-7,1,50,1677.311035,1.182332039
1,1,3,2,18,261,1.015877008
1,1,3,1,51,1486,0.964203477
1,5,2,1,85,1577.333252,1.728852034
-7,5,-7,2,26,1368.333496,0.917050838
1,2,3,2,43,1070.154419,0.895180285
-7,2,-7,1,42,1693.627563,1.039138913
1,1,3,2,50,833.9622192,0.89268744
1,3,3,2,39,1177.326782,0.788484752
1,2,3,2,54,947.111084,0.946755767
1,5,2,1,57,2918.54126,1.034112811
1,3,3,1,87,606.6048584,1.541142106
1,2,1,2,75,933.7501831,1.134870887
1,2,3,1,71,1152.762329,0.980897903
1,3,3,1,60,1466.014282,1.121356845
-7,5,-7,2,83,886,1.277660251
1,2,3,2,26,797.3610229,0.886336803
1,2,3,1,27,1127,1.253199339
1,2,3,1,30,1517.093262,1.158843517
1,3,3,2,27,0,0.826972067
1,3,3,1,36,2817.421387,1.030231714
1,4,1,2,32,3084.318848,0.92034024
1,5,3,2,53,1321.166626,0.987317145
1,2,3,1,52,1410.444458,1.050112128
1,1,3,2,26,902.444458,0.99484098
1,2,3,2,22,506.2333374,1.259366989
7,2,3,1,20,589.152771,1.452952862
4,2,3,2,54,1491.208374,0.899285793
1,1,3,2,61,1006.722107,1.015834451
1,1,3,1,61,3173.59375,1.169598937
1,4,2,2,55,1112.686768,0.933263361
-7,4,-7,1,70,693.5819702,0.953657806
1,1,3,1,70,1585.33313,0.964841843
1,1,3,2,73,274.1805725,1.169248104
1,2,3,2,60,977.5478516,1.038262367
1,4,2,1,62,229.1607819,1.182293296
1,3,3,1,64,2414.673096,1.192477465
1,2,3,2,64,1533.611206,1.043940902
1,3,3,1,78,660.3203735,1.14831233
1,4,1,2,63,608.6129761,1.051077724
1,1,3,1,67,2002.915405,1.08925128
1,1,3,2,62,442,1.0089674
1,1,3,2,39,1418.676025,0.944205582
1,1,3,1,18,0,1.335487366
1,1,3,2,16,700.333313,0.957425535
1,3,3,1,42,277.481781,1.083658934
1,2,3,2,37,1324.660034,0.913441837
1,1,2,2,78,247.1588745,1.000332117
1,2,1,1,83,1614.916748,1.14416945
1,2,3,2,66,312.693634,0.900276661
1,3,3,1,65,3993.343994,1.022446871
1,1,3,2,48,794.2000122,0.961366355
1,3,3,2,21,141,1.347476244
1,2,3,1,31,2018.504395,1.337001324
1,2,3,2,26,994.7935791,0.982675076
1,2,3,2,42,1714.859985,0.945769429
1,3,2,1,62,3413.083252,1.25899148
1,3,2,2,62,158.0833282,1.42132926
1,2,3,1,56,281.6667175,1.185967088
1,1,3,2,65,597.3334351,1.052354574
4,1,3,2,34,699.5166626,1.011569023
1,2,3,1,28,2351.333252,1.270721555
1,2,3,2,30,979.416748,0.948943794
1,3,3,2,66,1256.138916,1.031528592
1,3,3,1,65,1691.614136,1.260158896
1,2,3,1,43,450,1.39500773
1,3,2,2,50,2528.456543,1.038234234
1,1,3,1,25,1739.000122,1.155393362
1,1,3,2,57,561.208313,0.922664642
-7,1,-7,1,59,2522.598633,1.113279223
1,2,2,2,89,749.7473755,2.028352976
1,2,3,1,60,0,1.293193579
1,3,3,2,48,908.0629883,0.882633865
1,1,3,1,45,941.1386108,1.071536779
1,2,3,2,39,13.88888836,0.89632827
-7,2,-7,1,45,2927.509766,1.11129415
1,1,2,2,68,1449.496582,0.926227331
1,3,3,1,55,1841.69458,1.073705077
-7,3,-7,2,49,4714.681641,0.885988653
1,2,3,2,36,2330.197754,0.889627218
-7,1,-7,1,35,2367.564697,1.073896408
1,5,1,2,62,992.6665649,0.925865352
1,5,1,1,84,2673.581787,1.139244676
1,2,3,1,39,1551,1.080174685
1,2,3,2,33,1602.07666,0.984712422
1,3,3,1,43,758.333313,1.040586114
1,4,1,2,95,1360.166748,1.760127664
1,2,3,2,31,1552.860107,0.970901191
1,2,3,1,31,1497.9375,1.062299252
1,3,3,1,67,1019.999817,0.87369293
1,2,3,2,78,566.166687,1.20628655
1,2,3,1,71,498.333313,1.111749291
2,2,3,2,65,0,1.109791756
1,4,3,1,37,606.666687,1.058794379
1,2,3,2,27,455,0.966659725
1,2,3,2,60,4129.723145,0.927424133
1,2,3,2,27,1679.909912,1.000981927
1,1,3,2,58,1291,1.040065289
1,5,2,1,62,554.333313,1.090313911
1,3,3,1,29,1491.138916,1.433809519
1,3,3,1,29,1505.583374,1.466457367
1,1,3,1,28,1624.660034,1.315486193
1,1,3,2,28,597.6600342,0.970695794
1,2,3,2,57,2.439593792,1.095093727
1,1,2,1,58,1939.202271,1.162892699
1,1,3,1,23,1048.812012,1.614931107
1,3,3,2,24,1071.486084,1.275859475
1,3,3,1,32,1321,1.254200816
1,2,3,2,23,1066.277832,1.372789741
1,1,3,1,70,2113.081299,1.08298862
1,2,3,2,65,246.9999847,1.069739938
1,3,3,1,69,1418.333252,0.958228707
1,2,3,2,67,315.833374,1.182189107
1,3,3,1,66,1343.402832,0.956011474
1,2,3,2,68,517.638916,1.180450439
1,2,3,1,62,514.7221069,1.068465829
1,3,3,2,63,815.277832,1.030230761
1,4,3,2,27,776.6665649,0.939736068
1,3,3,1,25,257.833313,1.27219224
1,4,3,2,47,1803.596069,1.017263293
1,2,2,1,66,1942.569702,0.991341114
1,3,3,2,61,457.1666565,1.064839125
1,3,3,1,60,1870.943237,0.940459788
1,2,3,2,46,0,0.863113761
1,2,3,2,32,620.9933472,1.13377738
1,3,3,1,28,1633,1.523436069
1,3,3,1,64,2049.455811,1.078662992
1,2,3,2,61,856.6275635,1.041626096
1,3,3,2,58,1027,1.032219172
1,2,3,1,32,2622.010254,1.20383358
1,2,3,2,30,1291.76001,1.042308927
1,2,3,2,31,987.1433105,1.088758469
-7,3,-7,1,35,1054.642578,1.261417985
15,1,3,2,31,143.8599854,0.461809784
15,1,3,1,33,1991,0.522324264
1,2,3,2,58,1192,0.867083549
1,4,3,1,56,3609.601807,1.040650368
1,4,3,2,38,2056.998779,1.116573095
1,3,3,1,47,2166.859863,1.331751108
1,2,3,2,51,991,1.163333893
1,4,2,1,52,891,1.275542736
1,2,3,2,41,388.1932983,1.091648459
-7,2,-7,1,47,2672.499023,1.337206841
1,1,3,2,50,2277.659912,1.097510815
1,2,3,1,57,2616.66626,1.13120842
1,4,3,2,89,572.4028931,2.146348953
1,2,3,2,22,895,1.442425609
-7,1,-7,1,20,0,1.583974004
1,2,3,2,61,1554.666626,0.892904878
1,2,3,1,86,908.1137695,1.091305375
1,1,3,1,73,2031.253662,1.023736358
1,2,2,2,73,221.2222137,0.996441364
1,5,1,2,79,233.3333435,1.173196077
1,5,2,1,77,1306.821655,1.034680247
1,4,1,1,82,685.0137939,1.029088974
1,4,3,2,75,550.000061,1.169163465
1,2,2,2,72,857.708374,0.944465041
1,2,3,2,32,1058.208374,0.906799972
1,3,3,1,24,1100.333374,1.073241711
1,4,2,1,77,797.3723755,0.913719654
1,3,3,1,45,590.3267212,1.07505846
1,3,2,2,43,1200.693359,0.921830297
1,2,3,2,46,1612.511475,0.954155147
1,2,3,1,47,1591.034668,1.283294559
1,3,3,2,52,86.79890442,1.052345634
1,1,3,1,54,2855.32666,1.128702641
1,3,3,1,17,275,1.114389181
1,3,3,2,71,462.041687,1.164978623
1,4,3,1,76,1011.929443,1.144427538
1,3,2,2,49,988.083252,0.919750154
1,3,3,1,62,342.333313,0.996849954
1,3,3,2,32,1191,1.039362311
1,3,3,1,32,2491,1.1231215
4,2,3,1,64,368.3334045,0.988454461
1,3,3,2,63,166.4302063,0.952814639
1,3,3,2,29,851.9934692,0.959586143
1,5,3,1,84,1094.861084,1.030012488
1,3,3,2,58,1091,1.006539702
1,3,3,1,58,2313.253662,1.018568277
1,2,3,1,51,2643.810059,1.116520762
1,2,3,2,47,1183.421143,0.961243629
1,1,3,1,16,0.041666664,1.09487927
1,2,3,2,36,898.0707397,1.081259251
1,1,3,1,39,2699.333252,1.168820143
1,2,1,1,41,2208.361084,1.300969839
1,4,3,2,45,2871,1.002380729
1,2,2,1,54,1377.666626,1.006088972
1,1,3,1,50,1290.437744,1.143527627
1,2,3,2,17,99.33333588,1.126624346
1,1,3,2,31,706.333374,0.9720276
1,1,1,2,78,533.5925293,1.298772693
1,2,3,1,54,1000.666687,1.196810484
1,3,3,1,85,1462.500244,1.388958812
1,2,2,2,79,772.0870972,1.337914109
1,3,3,2,34,1194.930054,1.038673997
1,2,3,1,37,1372.859985,1.15478766
1,2,2,2,29,1191,1.030920506
1,2,3,1,29,1791,1.405644178
1,2,3,2,37,181.7835999,1.107587576
1,3,3,1,36,4034.929443,1.222656369
1,3,1,2,88,888.347168,2.029204369
-7,4,-7,1,92,1372.928833,1.431334972
1,4,2,2,39,1406.993286,1.025340796
1,3,3,1,19,28.27777863,1.539726019
1,3,3,2,17,169,1.369240046
1,2,3,2,49,1501.665649,1.27426827
1,3,3,2,60,521.3868408,1.111110806
-7,2,-7,1,60,2650.381348,1.169269323
1,4,1,2,47,1662.660156,0.92282474
14,3,2,1,48,1625.860107,0.449594438
14,3,3,2,28,881.6101074,0.360401034
4,3,3,2,26,891,1.173517942
4,2,3,2,27,1459,1.137291908
1,3,3,1,55,2691.486328,1.103729129
-7,1,-7,2,42,3250.0896,1.135526776
6,2,3,2,28,664.3266602,0.359115034
4,2,3,1,32,1901.612305,1.380182028
1,1,3,1,22,1391,1.842717648
1,1,3,2,61,1053.253296,0.998792291
1,3,3,1,54,2062.935059,1.101333022
97,1,3,2,22,1501.660034,0.711627662
-7,1,-7,1,29,2271.282227,0.834429681
1,4,3,2,44,872.5933228,1.095389724
1,3,3,1,79,1622.7052,0.97767216
1,1,3,2,49,1351.416748,1.036981106
-7,1,-7,1,56,2064.128418,1.160761714
-7,1,-7,2,18,0,1.272122145
1,3,3,1,59,1213.259399,1.036293149
1,4,3,2,52,991,1.039288759
1,3,3,1,27,261.3888855,1.519668221
-7,1,-7,1,26,392.9390869,1.576053143
1,3,3,2,25,1377,0.950835943
1,2,3,1,30,2164.173584,1.068545818
7,4,2,1,71,863.666687,1.160741925
1,3,1,2,68,489.666626,1.147840977
1,3,3,2,37,1030.993408,0.978357255
1,3,3,2,24,636.9933472,1.205210447
1,3,3,2,52,1103,1.04742372
1,2,3,2,62,2289.916504,0.962452948
1,2,3,2,44,211,1.008271098
1,4,1,1,41,1961,1.120885491
1,2,2,2,82,753.666748,1.135508537
1,3,2,2,61,1253.073975,1.001683712
1,1,3,1,72,2795.583496,1.141160607
1,3,3,1,61,0,1.038569212
1,1,3,1,40,2110.796631,1.300484419
1,4,3,1,44,995.3765259,1.138677478
1,2,3,1,26,1746.050659,1.339252234
1,2,3,1,65,1438.398926,0.923462331
1,3,3,2,30,86.66001892,1.131787539
1,2,3,1,35,3991,1.247936487
4,2,3,1,29,0,1.488372803
4,2,3,2,29,1021,1.119487882
1,2,3,2,39,1192.060059,1.187571168
1,3,3,1,49,2291,1.41153264
15,2,3,2,29,0,0.390792191
-7,2,-7,1,30,900.375,0.447202832
4,3,3,1,37,699.4331055,1.412682176
4,2,3,1,40,1393.584106,1.334652185
4,2,3,1,31,841.3695679,1.408219695
1,2,3,1,55,634.331665,1.099927306
1,2,2,1,38,1991,1.255570054
1,2,3,2,34,816.6600342,1.137358308
1,3,3,1,65,1840.666748,0.94818157
15,1,3,1,19,0,0.498540282
15,2,3,2,47,1010.773315,0.395312667
15,2,3,1,50,2542.698975,0.477099955
15,2,3,2,17,0,0.476259023
1,2,3,2,48,1429.993408,1.362066269
1,2,3,2,17,216.666687,1.35455358
1,1,3,2,25,1894.472168,1.690085411
7,1,3,1,25,1998.085693,0.433124244
1,2,3,1,25,1747.223755,1.734799743
1,2,3,1,25,1891.694458,1.693098664
1,2,3,1,48,3284.333252,1.377541542
4,3,3,1,68,4142.200684,1.818808675
15,4,3,1,72,1065.271729,0.360419661
13,3,2,1,40,1365,1.090612054
13,3,2,2,40,86.66001892,0.867352903
1,4,3,1,53,1456.361084,1.44612205
1,1,3,1,49,15000,1.738160372
5,1,3,2,24,1765.526611,0.321133882
15,3,2,2,42,143.8599854,0.364633948
1,1,3,1,43,250.0000305,2.118235826
1,2,3,2,47,1533.653198,1.802240968
1,2,3,2,20,0,2.186044693
1,3,3,1,18,0,1.843306303
1,2,3,2,28,2191,1.873651862
2,3,3,1,24,2212.125,1.863585472
14,1,3,2,48,873,0.267270923
1,3,3,1,23,2401,2.219437599
1,1,3,1,24,1731.694458,2.219437599
1,2,3,1,23,1835.472168,2.219437599
4,2,3,1,39,7531,1.9714818
1,3,3,1,66,1353.584839,1.579627037
1,1,3,1,31,0,2.146530151
4,2,3,2,29,2440.388916,1.750668526
1,3,1,2,28,1780.141602,1.55098629
9,5,2,2,56,545.666626,0.513167441
4,2,3,1,50,6183.949219,1.743360281
1,3,2,2,79,923.7173462,1.52330482
4,1,3,2,25,0,1.684221148
4,1,3,1,30,1452.721191,2.010144234
2,1,3,2,29,3513.333252,1.658264637
1,1,3,1,32,3804.911621,2.171353817
4,2,3,2,30,1391.006958,2.134433985
4,1,3,1,28,416.666687,2.105968952
2,1,3,1,20,62.43054581,1.965040922
4,3,3,1,47,4011.020752,1.458040595
1,1,3,1,45,3689.840332,1.653512239
4,1,3,1,28,277.3333435,2.057567358
4,3,3,1,28,277.3333435,1.831935287
1,4,3,2,63,1507.75,1.420842767
1,2,3,2,29,2691,2.558987856
97,1,3,2,27,1991,0.575065076
1,1,3,1,26,2491,2.400911093
4,1,3,2,25,1473,2.187344074
4,2,3,1,36,2491,2.926498652
97,2,3,2,27,2291,0.452349305
4,4,1,2,31,1989.276733,2.311884165
97,1,3,1,40,1751.243164,1.036623836
97,4,1,2,41,902.1692505,0.809573889
4,3,2,2,49,2280.505371,2.011910677
1,1,3,2,30,181,2.084870577
-7,2,-7,1,38,5484.204102,2.490716696
4,2,3,2,33,1559.894043,2.037318468
11,2,3,1,63,4473.065918,0.670723736
1,2,3,2,61,2908.38208,1.548374653
11,4,2,1,61,0,0.47627753
1,1,3,2,81,1151.609009,2.111042023
9,4,1,2,82,1720.930298,1.080420613
7,2,3,2,28,4490.999023,3.094451904
1,2,3,2,26,1861.347168,1.685468197
4,2,3,1,28,2107.694336,1.861978173
1,3,3,2,24,273.333374,1.920853496
4,3,3,1,27,1538.208374,2.130180359
1,1,3,1,57,5799.333496,1.218875289
4,2,3,2,50,86.66001892,1.847499847
1,1,3,2,66,696.7286377,2.11400485
9,1,3,2,34,2.083333492,0.763899326
9,3,3,2,19,1074.333374,1.897407532
9,2,3,2,16,1531.121704,1.897407532
9,3,3,2,38,1373.30896,1.534672141
1,3,3,1,68,1924.13916,1.078625679
1,2,3,2,65,420.3496094,1.136644602
10,4,1,2,61,541.666748,0.768890142
-7,2,-7,2,36,1032.382202,0.61630863
1,2,2,1,81,1612.814697,1.493974447
1,2,3,2,78,254.8922729,1.625811577
1,4,3,1,71,1551.459717,1.42500627
1,5,1,2,71,314.3346252,1.225132942
9,5,3,1,34,2195.583252,0.603097618
1,4,1,1,87,346.5964661,2.007696867
1,2,2,2,59,0,1.332125783
1,5,1,1,70,1371.593872,1.35346961
1,4,2,2,69,717.784668,1.061208725
1,4,2,1,89,713.4085693,1.974013448
2,1,3,1,26,1833.361084,1.452616811
15,2,3,2,34,1186.319458,0.323221445
15,2,3,1,39,2153.34375,0.376246125
15,1,3,1,29,0,0.465964079
1,3,3,2,64,280.9002075,1.539204955
1,4,3,1,66,1526.594116,1.122305274
15,4,3,1,29,814.0903931,0.412216723
15,1,3,2,23,471.6600952,0.342598557
15,2,3,2,41,2058.839111,0.307020783
15,1,3,1,27,1951.994995,0.397110432
15,1,3,2,25,1505.660034,0.329702646
1,2,3,1,27,1791,1.592586398
15,2,3,2,24,1656.193237,0.297736764
1,4,3,2,31,1057.960083,1.230427146
1,3,2,2,77,1042.999878,2.173702002
8,2,3,1,50,1091.347168,0.731996298
1,2,3,2,44,2376.416504,1.685787797
9,3,2,1,66,368.2494812,0.564743757
9,2,3,2,62,358.3359375,0.758536994
1,5,3,1,74,0,1.532116175
1,3,2,2,71,1833.564941,1.30656004
10,2,3,1,20,2264.333252,0.857269466
1,4,3,1,60,2371.207275,1.793322325
4,2,3,1,30,1191,1.569768548
4,3,3,2,30,1278.213501,1.281250715
1,2,2,1,88,553.611084,1.774488688
1,1,3,2,44,185.8599854,1.533583164
1,2,3,2,17,0,1.439938307
1,2,3,2,53,1192.736084,1.367135763
1,3,3,1,47,3493.083252,1.511707544
5,3,3,2,57,0,0.459345311
1,4,3,1,58,1377.666626,1.345115185
97,5,3,1,74,1354.16687,0.300979048
14,1,3,2,44,2139.039063,0.519848943
1,1,3,1,40,0,1.553329706
9,1,3,2,47,2591,0.541320145
13,4,3,2,39,2247.419922,0.248932496
1,4,3,1,56,1793.906738,1.369583368
4,3,3,2,49,2183.980225,1.418903112
2,3,2,1,58,609.6226196,1.250549793
1,1,3,1,42,1763.364868,1.324371934
9,2,3,2,29,1245.999878,0.495664626
14,3,2,2,68,1396.333496,0.279740602
13,2,3,2,34,1141,0.296342373
13,2,3,1,35,2051,0.338463724
1,4,1,2,32,694.1932983,1.373641849
9,2,3,1,40,1077.660034,0.613728523
13,2,3,2,29,70.13890076,0.338701695
1,4,3,2,80,761.666748,1.947114706
1,3,3,1,66,2246.888672,1.168017507
1,1,3,2,62,2058.274414,1.580155134
1,2,3,2,37,2699.333252,1.294794559
1,3,3,1,39,4554.662598,1.585130692
4,4,3,2,40,4851.520508,1.826657772
1,1,3,2,88,268.0833435,2.251229525
1,4,1,1,85,1726.027832,2.250501871
4,2,1,1,41,1599.526611,1.468049169
4,2,3,2,41,539,1.349400043
1,4,1,2,86,1034.333252,1.894288778
4,1,2,2,22,502.6877441,1.392082691
1,3,3,1,38,4477.162598,1.341238976
1,3,3,2,41,1902.394531,1.480119824
7,2,3,2,18,99.99999237,0.502192795
9,1,3,1,68,6556.804199,0.520365059
-7,3,-7,2,68,2125.700195,0.546647251
1,1,3,2,37,4837.660156,1.229958892
-7,4,-7,1,37,2240.530518,1.498647332
1,3,3,2,81,1824.33313,2.000543594
1,4,3,1,75,290.4985352,1.337267995
1,5,2,2,86,493.9940491,2.081475496
1,3,3,2,26,1452,1.442569256
1,2,3,2,25,433.3333435,1.425308347
1,2,3,2,41,1031.694458,0.982091725
-7,3,-7,1,46,1036.783936,1.074112177
1,2,2,2,53,1314.333374,0.998892426
1,1,3,1,54,4337.162598,1.337691188
1,2,3,2,25,1203,1.42719543
1,2,2,2,23,2297.166504,1.525618196
1,2,3,1,19,681,1.347251773
1,2,3,2,60,511,1.01569891
-7,2,-7,1,62,2099.767578,1.205813527
1,2,3,1,53,1601.069458,1.168161511
1,2,3,2,46,1611.069458,1.015702486
1,3,3,2,43,511.6600342,1.041350722
-7,2,-7,1,46,15000,1.107449293
1,4,2,1,70,1117.611084,1.347797036
1,3,3,2,70,243.888855,1.147178531
1,4,2,1,66,1980.69458,0.931311786
1,1,3,2,48,41.66666412,1.007379174
1,2,3,2,36,2963.713379,0.92283076
1,2,1,2,96,0,1.611726522
1,1,3,1,28,1341,1.437299132
1,3,2,1,46,1634.69751,1.405567765
1,2,3,2,45,543.3267212,1.202758074
-7,1,-7,2,20,240.0537109,1.679215431
-7,2,-7,2,19,1365.421997,1.344843388
1,4,3,2,51,1091,0.981409907
1,5,2,1,52,1091,1.272358537
1,2,3,2,32,1471.226807,1.025616884
1,4,3,1,35,1191.226807,1.377814293
1,1,3,1,57,1615.34729,1.20749414
1,2,3,2,58,731.833313,1.208136916
-7,1,-7,1,27,268.6611328,1.770864606
-7,4,-7,2,30,289.0299988,1.136181712
1,3,2,2,75,107.944458,1.417640448
1,3,3,1,28,2714.859863,1.424948812
1,4,3,2,29,607.1933594,1.242267728
1,3,3,1,65,1330.944336,0.992450416
1,2,3,2,63,136.9444427,1.114522219
1,5,1,2,65,554.6665039,1.128746271
1,3,3,2,43,1264.720947,1.078207493
1,3,3,1,16,498.006958,1.218638897
1,1,3,2,54,1344.472168,0.967116773
1,2,3,1,56,1750.471924,1.131644368
1,2,3,1,28,1792.779175,1.489378691
4,1,3,2,39,1253,0.986145973
1,1,3,2,45,0,0.955231547
1,1,3,1,55,1650.496582,0.966737449
1,1,3,1,23,830,1.296573162
1,3,3,2,21,816,1.202862501
1,3,3,2,45,1340.999878,1.117143035
